sk_cid;cd_cid;ds_cid;dt_carga
8023;t305;corrosão de primeiro grau, parte do corpo não especificada;2025-10-04 02:54:51
8024;t306;corrosão de segundo grau, parte do corpo não especificada;2025-10-04 02:54:51
8025;t307;corrosão de terceiro grau, parte do corpo não especificada;2025-10-04 02:54:51
8026;t310;queimaduras envolvendo menos de 10% da superfície corporal;2025-10-04 02:54:51
8027;t311;queimaduras envolvendo de 10 - 19% da superfície corporal;2025-10-04 02:54:51
8028;t312;queimaduras envolvendo de 20 - 29% da superfície corporal;2025-10-04 02:54:51
8029;t313;queimaduras envolvendo de 30 - 39% da superfície corporal;2025-10-04 02:54:51
8030;t314;queimaduras envolvendo de 40 - 49% da superfície corporal;2025-10-04 02:54:51
8031;t315;queimaduras envolvendo de 50 - 59% da superfície corporal;2025-10-04 02:54:51
8032;t316;queimaduras envolvendo de 60 - 69% da superfície corporal;2025-10-04 02:54:51
8033;t317;queimaduras envolvendo de 70 - 79% da superfície corporal;2025-10-04 02:54:51
8034;t318;queimaduras envolvendo de 80 - 89% da superfície corporal;2025-10-04 02:54:51
8035;t319;queimaduras envolvendo 90% ou mais da superfície corporal;2025-10-04 02:54:51
8036;t320;corrosões envolvendo menos de 10% da superfície corporal;2025-10-04 02:54:51
8037;t321;corrosões envolvendo 10 - 19% da superfície corporal;2025-10-04 02:54:51
8038;t322;corrosões envolvendo 20 - 29% da superfície corporal;2025-10-04 02:54:51
8039;t323;corrosões envolvendo 30 - 39% da superfície corporal;2025-10-04 02:54:51
8040;t324;corrosões envolvendo 40 - 49% da superfície corporal;2025-10-04 02:54:51
8041;t325;corrosões envolvendo 50 - 59% da superfície corporal;2025-10-04 02:54:51
8042;t326;corrosões envolvendo 60 - 69% da superfície corporal;2025-10-04 02:54:51
8043;t327;corrosões envolvendo 70 - 79% da superfície corporal;2025-10-04 02:54:51
8044;t328;corrosões envolvendo 80 - 89% da superfície corporal;2025-10-04 02:54:51
8045;t329;corrosões envolvendo 90% ou mais da superfície corporal;2025-10-04 02:54:51
8046;t330;geladura superficial da cabeça;2025-10-04 02:54:51
8047;t331;geladura superficial do pescoço;2025-10-04 02:54:51
8048;t332;geladura superficial do tórax;2025-10-04 02:54:51
8049;t333;geladura superficial da parede abdominal, parte inferior do dorso e da pelve;2025-10-04 02:54:51
8050;t334;geladura superficial do braço;2025-10-04 02:54:51
8051;t335;geladura superficial do punho e da mão;2025-10-04 02:54:51
8052;t336;geladura superficial do quadril e da coxa;2025-10-04 02:54:51
8053;t337;geladura superficial do joelho e da perna;2025-10-04 02:54:51
8054;t338;geladura superficial do tornozelo e do pé;2025-10-04 02:54:51
8055;t339;geladura superficial de outros locais e de locais não especificados;2025-10-04 02:54:51
8056;t340;geladura, com necrose de tecidos, da cabeça;2025-10-04 02:54:51
8057;t341;geladura, com necrose de tecidos, do pescoço;2025-10-04 02:54:51
8058;t342;geladura, com necrose de tecidos, do tórax;2025-10-04 02:54:51
8059;t343;geladura, com necrose de tecidos, da parede abdominal, parte inferior do dorso e da pelve;2025-10-04 02:54:51
8060;t344;geladura, com necrose de tecidos, do braço;2025-10-04 02:54:51
8061;t345;geladura, com necrose de tecidos, do punho e da mão;2025-10-04 02:54:51
8062;t346;geladura, com necrose de tecidos, do quadril e da coxa;2025-10-04 02:54:51
8063;t347;geladura, com necrose de tecidos, do joelho e da perna;2025-10-04 02:54:51
8064;t348;geladura, com necrose de tecidos, do tornozelo e do pé;2025-10-04 02:54:51
8065;t349;geladura, com necrose de tecidos, de localização não especificada;2025-10-04 02:54:51
8066;t350;geladura superficial envolvendo múltiplas partes do corpo;2025-10-04 02:54:51
8067;t351;geladura, com necrose de tecidos, de múltiplas partes do corpo;2025-10-04 02:54:51
8068;t352;geladura, de grau não especificado, da cabeça e do pescoço;2025-10-04 02:54:51
8069;t353;geladura, de grau não especificado, do tórax, abdome, parte inferior do dorso e da pelve;2025-10-04 02:54:51
8070;t354;geladura, de grau não especificado, do membro superior;2025-10-04 02:54:51
8071;t355;geladura, de grau não especificado, do membro inferior;2025-10-04 02:54:51
8072;t356;geladura, de grau não especificado, de múltiplas partes do corpo;2025-10-04 02:54:51
8073;t357;geladura, de grau não especificado, de localização não especificada;2025-10-04 02:54:51
8074;t360;intoxicação por penicilinas;2025-10-04 02:54:51
8075;t361;intoxicação por cefalosporinas e outras betalactaminas;2025-10-04 02:54:51
8076;t362;intoxicação pelo grupo do cloranfenicol;2025-10-04 02:54:51
8077;t363;intoxicação por macrolídios;2025-10-04 02:54:51
8078;t364;intoxicação por tetraciclinas;2025-10-04 02:54:51
8079;t365;intoxicação por aminoglicosídeos;2025-10-04 02:54:51
8080;t366;intoxicação por rifamicinas;2025-10-04 02:54:51
8081;t367;intoxicação por antibióticos antifúngicos administrados por via sistêmica;2025-10-04 02:54:51
8082;t368;intoxicação por outros antibióticos sistêmicos;2025-10-04 02:54:51
8083;t369;intoxicação por antibióticos sistêmicos não especificados;2025-10-04 02:54:51
8084;t370;intoxicação por sulfonamidas;2025-10-04 02:54:51
8085;t371;intoxicação por drogas antimicobacterianas;2025-10-04 02:54:51
8086;t372;intoxicação por antimaláricos e drogas que atuam sobre outros protozoários do sangue;2025-10-04 02:54:51
8087;t373;intoxicação por outros medicamentos antiprotozoários;2025-10-04 02:54:51
8088;t374;intoxicação por anti-helmínticos;2025-10-04 02:54:51
8089;t375;intoxicação por drogas antivirais;2025-10-04 02:54:51
8090;t378;intoxicação por outros agentes antiinfecciosos e antiparasitários especificados;2025-10-04 02:54:51
8091;t379;intoxicação por agentes antiinfecciosos e antiparasitários sistêmicos não especificados;2025-10-04 02:54:51
8092;t380;intoxicação por glicocorticóides e análogos sintéticos;2025-10-04 02:54:51
8093;t381;intoxicação por hormônios tireoidianos e seus derivados;2025-10-04 02:54:51
8094;t382;intoxicação por medicamentos antitireoidianos;2025-10-04 02:54:51
8095;t383;intoxicação por insulina e drogas hipoglicemiantes orais [antidiabéticos];2025-10-04 02:54:51
8096;t384;intoxicação por anticoncepcionais orais;2025-10-04 02:54:51
8097;t385;intoxicação por outros estrógenos e progestágenos;2025-10-04 02:54:51
8098;t386;intoxicação por antigonadotrofinas, antiestrógenos, antiandrógenos não classificados em outra parte;2025-10-04 02:54:51
8099;t387;intoxicação por andrógenos e anabolizantes congêneres;2025-10-04 02:54:51
8100;t388;intoxicação por outros hormônios e substitutos sintéticos, e os não especificados;2025-10-04 02:54:51
8101;t389;intoxicação por outros antagonistas hormonais, e os não especificados;2025-10-04 02:54:51
8102;t390;intoxicação por salicilatos;2025-10-04 02:54:51
8103;t391;intoxicação por derivados do 4-aminofenol;2025-10-04 02:54:51
8104;t392;intoxicação por derivados pirazolônicos;2025-10-04 02:54:51
8105;t393;intoxicação por outros antiinflamatórios não esteróides;2025-10-04 02:54:51
8106;t394;intoxicação por anti-reumáticos não classificados em outra parte;2025-10-04 02:54:51
8107;t398;intoxicação por outros analgésicos não opiáceos e antipiréticos não classificados em outra parte;2025-10-04 02:54:51
8108;t399;intoxicação por analgésico não-opiáceo, antipirético e anti-reumático, não especificados;2025-10-04 02:54:51
8109;t400;intoxicação por ópio;2025-10-04 02:54:51
8110;t401;intoxicação por heroína;2025-10-04 02:54:51
8111;t402;intoxicação por outros opiáceos;2025-10-04 02:54:51
8112;t403;intoxicação por metadona;2025-10-04 02:54:51
8113;t404;intoxicação por outros narcóticos sintéticos;2025-10-04 02:54:51
8114;t405;intoxicação por cocaína;2025-10-04 02:54:51
8115;t406;intoxicação por outros narcóticos e os não especificados;2025-10-04 02:54:51
8116;t407;intoxicação por cannabis (derivados);2025-10-04 02:54:51
8117;t408;intoxicação por lisergida [lsd];2025-10-04 02:54:51
8118;t409;intoxicação por outros psicodislépticos e os não especificados [alucinógenos];2025-10-04 02:54:51
8119;t410;intoxicação por anestésicos inalatórios;2025-10-04 02:54:51
8120;t411;intoxicação por anestésicos intravenosos;2025-10-04 02:54:51
8121;t412;intoxicação por outros anestésicos gerais e os não especificados;2025-10-04 02:54:51
8122;t413;intoxicação por anestésicos locais;2025-10-04 02:54:51
8123;t414;intoxicação por anestésico não especificado;2025-10-04 02:54:51
8124;t415;intoxicação por gases terapêuticos;2025-10-04 02:54:51
8125;t420;intoxicação por derivados da hidantoína;2025-10-04 02:54:51
8126;t421;intoxicação por iminostilbenos;2025-10-04 02:54:51
8127;t422;intoxicação por succinimidas e oxazolidinadionas;2025-10-04 02:54:51
8128;t423;intoxicação por barbitúricos;2025-10-04 02:54:51
8129;t424;intoxicação por benzodiazepinas;2025-10-04 02:54:51
8130;t425;intoxicação por antiepiléticos em associação, não classificados em outra parte;2025-10-04 02:54:51
8131;t426;intoxicação por outras drogas antiepilépticas e sedativos-hipnóticos;2025-10-04 02:54:51
8132;t427;intoxicação por drogas antiepilépticos, sedativos-hipnóticos, não especificados;2025-10-04 02:54:51
8133;t428;intoxicação por drogas antiparkinsonianos e outros depressores centrais do tônus muscular;2025-10-04 02:54:51
8134;t430;intoxicação por antidepressivos tricíclicos e tetracíclicos;2025-10-04 02:54:51
8135;t431;intoxicação por antidepressivos inibidores da monoaminooxidase (mao);2025-10-04 02:54:51
8136;t432;intoxicação por outros antidepressivos e os não especificados;2025-10-04 02:54:51
8137;t433;intoxicação por antipsicóticos e neurolépticos derivados da fenotiazina;2025-10-04 02:54:51
8138;t434;intoxicação por neurolépticos do tipo butirofenona e tioxanteno;2025-10-04 02:54:51
8139;t435;intoxicação por outros antipsicóticos e neurolépticos e os não especificados;2025-10-04 02:54:51
8140;t436;intoxicação por psicoestimulantes que potencialmente podem provocar dependência;2025-10-04 02:54:51
8141;t438;intoxicação por outras drogas psicotrópicas não classificadas em outra parte;2025-10-04 02:54:51
8142;t439;intoxicação por droga psicotrópica não especificada;2025-10-04 02:54:51
8143;t440;intoxicação por agentes anticolinesterase;2025-10-04 02:54:51
8144;t441;intoxicação por outros agentes parassimpaticomiméticos [colinérgicos];2025-10-04 02:54:51
8145;t442;intoxicação por bloqueadores ganglionares não classificados em outra parte;2025-10-04 02:54:51
8146;t443;intoxicação por outros parassimpaticolíticos [anticolinérgicos e antimuscarínicos] e espasmolíticos não classificados em outra parte;2025-10-04 02:54:51
8147;t444;intoxicação por agonistas principalmente alfa-adrenorreceptores não classificados em outra parte;2025-10-04 02:54:51
8148;t445;intoxicação por agonistas principalmente beta-adrenorreceptores não classificados em outra parte;2025-10-04 02:54:51
8149;t446;intoxicação por antagonistas alfa-adrenorreceptores não classificados em outra parte;2025-10-04 02:54:51
8150;t447;intoxicação por antagonistas beta-adrenorreceptores não classificados em outra parte;2025-10-04 02:54:51
8151;t448;intoxicação por bloqueadores neuronais adrenérgicos e de ação central, não classificados em outra parte;2025-10-04 02:54:51
8152;t449;intoxicação por outras drogas que afetam principalmente o sistema nervoso autônomo e as não especificadas;2025-10-04 02:54:51
8153;t450;intoxicação por drogas antialérgicas e antieméticas;2025-10-04 02:54:51
8154;t451;intoxicação por drogas antineoplásicas e imunomupressoras;2025-10-04 02:54:51
8155;t452;intoxicação por vitaminas, não classificadas em outra parte;2025-10-04 02:54:51
8156;t453;intoxicação por enzimas, não classificadas em outra parte;2025-10-04 02:54:51
8157;t454;intoxicação por ferro e seus compostos;2025-10-04 02:54:51
8158;t455;intoxicação por anticoagulantes;2025-10-04 02:54:51
8159;t456;intoxicação por drogas que afetam a fibrinólise;2025-10-04 02:54:51
8160;t457;intoxicação por antagonistas de anticoagulantes, vitamina k e de outros fatores de coagulação;2025-10-04 02:54:51
8161;t458;intoxicação por outras substâncias primariamente sistêmicas e hematológicas;2025-10-04 02:54:51
8162;t459;intoxicação por substância essencialmente sistêmica e hematológica não especificada;2025-10-04 02:54:51
8163;t460;intoxicação por glicosídeos estimulantes do coração e substâncias de ação semelhante;2025-10-04 02:54:51
8164;t461;intoxicação por bloqueadores dos canais de cálcio;2025-10-04 02:54:51
8165;t462;intoxicação por outras drogas antidisrítmicas não classificadas em outra parte;2025-10-04 02:54:51
8166;t463;intoxicação por vasodilatadores coronarianos, não classificados em outra parte;2025-10-04 02:54:51
8167;t464;intoxicação por inibidores da enzima de conversão da angiotensina;2025-10-04 02:54:51
8168;t465;intoxicação por outras drogas anti-hipertensivas não classificadas em outra parte;2025-10-04 02:54:51
8169;t466;intoxicação por drogas antihiperlipêmicas e antiarterioscleróticas;2025-10-04 02:54:51
8170;t467;intoxicação por vasodilatadores periféricos;2025-10-04 02:54:51
8171;t468;intoxicação por drogas antivaricosas, incluindo substâncias esclerosantes;2025-10-04 02:54:51
8172;t469;intoxicação por outras substâncias e as não especificadas que agem essencialmente sobre o aparelho circulatório;2025-10-04 02:54:51
8173;t470;intoxicação por antagonistas dos receptores h2 da histamina;2025-10-04 02:54:51
8174;t471;intoxicação por outros antiácidos e drogas que inibem a secreção gástrica;2025-10-04 02:54:51
8175;t472;intoxicação por laxativos estimulantes;2025-10-04 02:54:51
8176;t473;intoxicação por laxativos salinos e osmóticos;2025-10-04 02:54:51
8177;t474;intoxicação por outros laxativos;2025-10-04 02:54:51
8178;t475;intoxicação por digestivos;2025-10-04 02:54:51
8179;t476;intoxicação por drogas antidiarréicas;2025-10-04 02:54:51
8180;t477;intoxicação por eméticos;2025-10-04 02:54:51
8181;t478;intoxicação por outras substâncias que atuam primariamente sobre o aparelho gastrintestinal;2025-10-04 02:54:51
8182;t479;intoxicação por substância não especificada que atua primariamente sobre o aparelho gastrointestinal;2025-10-04 02:54:51
8183;t480;intoxicação por drogas ocitócicas;2025-10-04 02:54:51
8184;t481;intoxicação por relaxantes musculares esqueléticos [bloqueadores neuromusculares];2025-10-04 02:54:51
8185;t482;intoxicação por outras substâncias e as não especificadas que atuam sobre os músculos;2025-10-04 02:54:51
8186;t483;intoxicação por antitussígenos;2025-10-04 02:54:51
8187;t484;intoxicação por expectorantes;2025-10-04 02:54:51
8188;t485;intoxicação por drogas anti-resfriado;2025-10-04 02:54:51
8189;t486;intoxicação por antiasmáticos não classificados em outra parte;2025-10-04 02:54:51
8190;t487;intoxicação por outras substâncias e as não especificadas que atuam primariamente sobre o aparelho respiratório;2025-10-04 02:54:51
8191;t490;intoxicação por antifúngicos, antiinfecciosos e antiinflamatórios de uso tópico, não classificados em outra parte;2025-10-04 02:54:51
8192;t491;intoxicação por antipruriginosos;2025-10-04 02:54:51
8193;t492;intoxicação por adstringentes e detergentes de uso local;2025-10-04 02:54:51
8194;t493;intoxicação por emolientes, demulcentes e protetores;2025-10-04 02:54:51
8195;t494;intoxicação por ceratolíticos, ceratoplásticos e outras drogas e preparados para o tratamento dos cabelos;2025-10-04 02:54:51
8196;t495;intoxicação por drogas e preparações de uso oftalmológico;2025-10-04 02:54:51
8197;t496;intoxicação por drogas e preparações de uso otorrinolaringológico;2025-10-04 02:54:51
8198;t497;intoxicação por drogas dentárias de uso tópico;2025-10-04 02:54:51
8199;t498;intoxicação por outras drogas de uso tópico;2025-10-04 02:54:51
8200;t499;intoxicação por preparado de uso tópico, não especificado;2025-10-04 02:54:51
8201;t500;intoxicação por mineralocorticóides e seus antagonistas;2025-10-04 02:54:51
8202;t501;intoxicação por diuréticos de alça;2025-10-04 02:54:51
8203;t502;intoxicação por inibidores da anidrase carbônica, benzotiazidas e outros diuréticos;2025-10-04 02:54:51
8204;t503;intoxicação por produtos que agem sobre o equilíbrio eletrolítico, calórico e hídrico;2025-10-04 02:54:51
8205;t504;intoxicação por drogas que agem sobre o metabolismo do ácido úrico;2025-10-04 02:54:51
8206;t505;intoxicação por inibidores do apetite;2025-10-04 02:54:51
8207;t506;intoxicação por antídotos e quelantes não classificados em outra parte;2025-10-04 02:54:51
8208;t507;intoxicação por analépticos e antagonistas dos receptores de opiáceos;2025-10-04 02:54:51
8209;t508;intoxicação por agentes de diagnóstico;2025-10-04 02:54:51
8210;t509;intoxicação por outras drogas, medicamentos e substâncias biológicas e as não especificadas;2025-10-04 02:54:51
8211;t510;efeito tóxico do etanol;2025-10-04 02:54:51
8212;t511;efeito tóxico do metanol;2025-10-04 02:54:51
8213;t512;efeito tóxico do 2-propanol;2025-10-04 02:54:51
8214;t513;efeito tóxico do óleo de fusel;2025-10-04 02:54:51
8215;t518;efeito tóxico de outros álcoois;2025-10-04 02:54:51
8216;t519;efeito tóxico de álcool não especificado;2025-10-04 02:54:51
8217;t520;efeito tóxico de derivados do petróleo;2025-10-04 02:54:51
8218;t521;efeito tóxico do benzeno;2025-10-04 02:54:51
8219;t522;efeito tóxico de homólogos do benzeno;2025-10-04 02:54:51
8220;t523;efeito tóxico de glicóis;2025-10-04 02:54:51
8221;t524;efeito tóxico de cetonas;2025-10-04 02:54:51
8222;t528;efeito tóxico de outros solventes orgânicos;2025-10-04 02:54:51
8223;t529;efeito tóxico de solvente orgânico não especificado;2025-10-04 02:54:51
8224;t530;efeito tóxico do tetracloreto de carbono;2025-10-04 02:54:51
8225;t531;efeito tóxico do clorofórmio;2025-10-04 02:54:51
8226;t532;efeito tóxico do tricloroetileno;2025-10-04 02:54:51
8227;t533;efeito tóxico do tetracloroetileno;2025-10-04 02:54:51
8228;t534;efeito tóxico do diclorometano;2025-10-04 02:54:51
8229;t535;efeito tóxico do clorofluorcarbono;2025-10-04 02:54:51
8230;t536;efeito tóxico de outros derivados halogênicos de hidrocarbonetos alifáticos;2025-10-04 02:54:51
8231;t537;efeito tóxico de derivados halogênicos de hidrocarbonetos aromáticos;2025-10-04 02:54:51
8232;t539;efeito tóxico de derivados halogênicos de hidrocarbonetos alifáticos e aromáticos não especificados;2025-10-04 02:54:51
8233;t540;efeito tóxico do fenol e homólogos do fenol;2025-10-04 02:54:51
8234;t541;efeito tóxico de outros compostos corrosivos orgânicos;2025-10-04 02:54:51
8235;t542;efeito tóxico de ácidos corrosivos e substâncias semelhantes;2025-10-04 02:54:51
8236;t543;efeito tóxico de bases (álcalis) cáusticas(os) e substâncias semelhantes;2025-10-04 02:54:51
8237;t549;efeito tóxico de substância corrosiva não especificada;2025-10-04 02:54:51
8238;t55;efeito tóxico de sabões e detergentes;2025-10-04 02:54:51
8239;t560;efeito tóxico do chumbo e seus compostos;2025-10-04 02:54:51
8240;t561;efeito tóxico do mercúrio e seus compostos;2025-10-04 02:54:51
8241;t562;efeito tóxico do cromo e seus compostos;2025-10-04 02:54:51
8242;t563;efeito tóxico do cádmio e seus compostos;2025-10-04 02:54:51
8243;t564;efeito tóxico do cobre e seus compostos;2025-10-04 02:54:51
8244;t565;efeito tóxico do zinco e seus compostos;2025-10-04 02:54:51
8245;t566;efeito tóxico do estanho e seus compostos;2025-10-04 02:54:51
8246;t567;efeito tóxico do berilo e seus compostos;2025-10-04 02:54:51
8247;t568;efeito tóxico de outros metais;2025-10-04 02:54:51
8248;t569;efeito tóxico de metal, não especificado;2025-10-04 02:54:51
8249;t570;efeito tóxico do arsênico e seus compostos;2025-10-04 02:54:51
8250;t571;efeito tóxico do fósforo e seus compostos;2025-10-04 02:54:51
8251;t572;efeito tóxico do manganês e seus compostos;2025-10-04 02:54:51
8252;t573;efeito tóxico do cianeto de hidrogênio (ácido cianídrico);2025-10-04 02:54:51
8253;t578;efeito tóxico de outras substâncias inorgânicas especificadas;2025-10-04 02:54:51
8254;t579;efeito tóxico de substância inorgânica não especificada;2025-10-04 02:54:51
8255;t58;efeito tóxico do monóxido de carbono;2025-10-04 02:54:51
8256;t590;efeito tóxico de óxidos de nitrogênio;2025-10-04 02:54:51
8257;t591;efeito tóxico do dióxido de enxofre;2025-10-04 02:54:51
8258;t592;efeito tóxico de formaldeído;2025-10-04 02:54:51
8259;t593;efeito tóxico do gás lacrimogêneo;2025-10-04 02:54:51
8260;t594;efeito tóxico do cloro gasoso;2025-10-04 02:54:51
8261;t595;efeito tóxico do fluoreto gasoso e ácido fluorídrico;2025-10-04 02:54:51
8262;t596;efeito tóxico do ácido sulfídrico;2025-10-04 02:54:51
8263;t597;efeito tóxico do dióxido de carbono;2025-10-04 02:54:51
8264;t598;efeito tóxico de outros gases, fumaças e vapores especificados;2025-10-04 02:54:51
8265;t599;efeito tóxico de gases, fumaças e vapores não especificados;2025-10-04 02:54:51
8266;t600;efeito tóxico de inseticidas organofosforados e carbamatos;2025-10-04 02:54:51
8267;t601;efeito tóxico de inseticidas halogenados;2025-10-04 02:54:51
8268;t602;efeito tóxico de outros inseticidas;2025-10-04 02:54:51
8269;t603;efeito tóxico de herbicidas e fungicidas;2025-10-04 02:54:51
8270;t604;efeito tóxico de rodenticidas;2025-10-04 02:54:51
8271;t608;efeito tóxico de outros pesticidas;2025-10-04 02:54:51
8272;t609;efeito tóxico de pesticida não especificado;2025-10-04 02:54:51
8273;t610;intoxicação pelo peixe ciguatera;2025-10-04 02:54:51
8274;t611;intoxicação por peixes escombrídeos;2025-10-04 02:54:51
8275;t612;outras intoxicações por peixes e mariscos;2025-10-04 02:54:51
8276;t618;efeito tóxico de outros frutos do mar;2025-10-04 02:54:51
8277;t619;efeito tóxico de frutos do mar não especificados;2025-10-04 02:54:51
8278;t620;efeito tóxico de ingestão de cogumelos;2025-10-04 02:54:51
8279;t621;efeito tóxico de ingestão de frutos;2025-10-04 02:54:51
8280;t622;efeito tóxico de ingestão de outras (partes de) plantas;2025-10-04 02:54:51
8281;t628;efeito tóxico de outras substâncias nocivas ingeridas como alimento;2025-10-04 02:54:51
8282;t629;efeito tóxico de substâncias nocivas ingeridas como alimento, não especificadas;2025-10-04 02:54:51
8283;t630;efeito tóxico do veneno de serpente;2025-10-04 02:54:51
8284;t631;efeito tóxico do veneno de outros répteis;2025-10-04 02:54:51
8285;t632;efeito tóxico do veneno de escorpião;2025-10-04 02:54:51
8286;t633;efeito tóxico do veneno de aranha;2025-10-04 02:54:51
8287;t634;efeito tóxico do veneno de outros artrópodes;2025-10-04 02:54:51
8288;t635;efeito tóxico de contato com peixe;2025-10-04 02:54:51
8289;t636;efeito tóxico de contato com outros animais marinhos;2025-10-04 02:54:51
8290;t638;efeito tóxico de contato com outros animais venenosos;2025-10-04 02:54:51
8291;t639;efeito tóxico de contato com animal venenoso não especificado;2025-10-04 02:54:51
8292;t64;efeito tóxico da aflatoxina e de outras micotoxinas contaminantes de alimentos;2025-10-04 02:54:51
8293;t650;efeito tóxico de cianetos;2025-10-04 02:54:51
8294;t651;efeito tóxico da estricnina e seus sais;2025-10-04 02:54:51
8295;t652;efeito tóxico do tabaco e da nicotina;2025-10-04 02:54:51
8296;t653;efeito tóxico de nitroderivados e aminoderivados do benzeno e seus homólogos;2025-10-04 02:54:51
8297;t654;efeito tóxico do dissulfeto de carbono;2025-10-04 02:54:51
8298;t655;efeito tóxico da nitroglicerina e outros ácidos e ésteres nítricos;2025-10-04 02:54:51
8299;t656;efeito tóxico de tinturas e corantes, não classificadas em outra parte;2025-10-04 02:54:51
8300;t658;efeito tóxico de outras substâncias especificadas;2025-10-04 02:54:51
8301;t659;efeito tóxico de substância não especificada;2025-10-04 02:54:51
8302;t66;efeitos não especificados de radiação;2025-10-04 02:54:51
8303;t670;golpe de calor e insolação;2025-10-04 02:54:51
8304;t671;síncope devida ao calor;2025-10-04 02:54:51
8305;t672;cãibras devidas ao calor;2025-10-04 02:54:51
8306;t673;exaustão devida ao calor e à perda hídrica;2025-10-04 02:54:51
8307;t674;exaustão devida ao calor e à perda de sal;2025-10-04 02:54:51
8308;t675;exaustão devida ao calor, sem especificação;2025-10-04 02:54:51
8309;t676;fadiga transitória devida ao calor;2025-10-04 02:54:51
8310;t677;edema devido ao calor;2025-10-04 02:54:51
8311;t678;outros efeitos do calor e da luz;2025-10-04 02:54:51
8312;t679;efeito do calor e da luz não especificado;2025-10-04 02:54:51
8313;t68;hipotermia;2025-10-04 02:54:51
8314;t690;mão e pé de imersão;2025-10-04 02:54:51
8315;t691;congelamento [chilblains];2025-10-04 02:54:51
8316;t698;outros efeitos especificados de temperatura reduzida;2025-10-04 02:54:51
8317;t699;efeito não especificado de temperatura reduzida;2025-10-04 02:54:51
8318;t700;otite barotraumática;2025-10-04 02:54:51
8319;t701;sinusite barotraumática;2025-10-04 02:54:51
8320;t702;outros efeitos das grandes altitude e os não especificados;2025-10-04 02:54:51
8321;t703;mal dos caixões [doença de descompressão];2025-10-04 02:54:51
8322;t704;efeito dos fluidos em alta pressão;2025-10-04 02:54:51
8323;t708;outros efeitos da pressão atmosférica ou da pressão da água;2025-10-04 02:54:51
8324;t709;efeitos não especificados da pressão atmosférica ou da pressão da água;2025-10-04 02:54:51
8325;t71;asfixia;2025-10-04 02:54:51
8326;t730;efeitos da fome;2025-10-04 02:54:51
8327;t731;efeitos da sede;2025-10-04 02:54:51
8328;t732;exaustão devida às intempéries;2025-10-04 02:54:51
8329;t733;exaustão devido a um esforço intenso;2025-10-04 02:54:51
8330;t738;outros efeitos de privação;2025-10-04 02:54:51
8331;t739;efeito não especificado de privação;2025-10-04 02:54:51
8332;t740;abandono;2025-10-04 02:54:51
8333;t741;sevícias físicas;2025-10-04 02:54:51
8334;t742;abuso sexual;2025-10-04 02:54:51
8335;t743;abuso psicológico;2025-10-04 02:54:51
8336;t748;outras síndromes especificadas de maus tratos;2025-10-04 02:54:51
8337;t749;síndrome não especificada de maus tratos;2025-10-04 02:54:51
8338;t750;efeitos do raio;2025-10-04 02:54:51
8339;t751;afogamento e submersão não mortal;2025-10-04 02:54:51
8340;t752;efeitos da vibração;2025-10-04 02:54:51
8341;t753;doença causada pelo movimento;2025-10-04 02:54:51
8342;t754;efeitos da corrente elétrica;2025-10-04 02:54:51
8343;t758;outros efeitos especificados de causas externas;2025-10-04 02:54:51
8344;t780;choque anafilático devido à intolerância alimentar;2025-10-04 02:54:51
8345;t781;outras reações de intolerância alimentar não classificadas em outra parte;2025-10-04 02:54:51
8346;t782;choque anafilático não especificado;2025-10-04 02:54:51
8347;t783;edema angioneurótico;2025-10-04 02:54:51
8348;t784;alergia não especificada;2025-10-04 02:54:51
8349;t788;outros efeitos adversos não classificados em outra parte;2025-10-04 02:54:51
8350;t789;efeito adverso não especificado;2025-10-04 02:54:51
8351;t790;embolia gasosa (traumática);2025-10-04 02:54:51
8352;t791;embolia gordurosa (traumática);2025-10-04 02:54:51
8353;t792;hemorragia traumática secundária e recidivante;2025-10-04 02:54:51
8354;t793;infecção pós-traumática de ferimento não classificada em outra parte;2025-10-04 02:54:51
8355;t794;choque traumático;2025-10-04 02:54:51
8356;t795;anúria traumática;2025-10-04 02:54:51
8357;t796;isquemia muscular traumática;2025-10-04 02:54:51
8358;t797;enfisema subcutâneo de origem traumática;2025-10-04 02:54:51
8359;t798;outras complicações precoces de traumatismo;2025-10-04 02:54:51
8360;t799;complicação precoce não especificada de traumatismo;2025-10-04 02:54:51
8361;t800;embolia aérea subseqüentes à infusão, transfusão e injeção terapêutica;2025-10-04 02:54:51
8362;t801;complicações vasculares subseqüentes à infusão, transfusão e injeção terapêutica;2025-10-04 02:54:51
8363;t802;infecções subseqüentes à infusão, transfusão e injeção terapêutica;2025-10-04 02:54:51
8364;t803;reação de incompatibilidade abo;2025-10-04 02:54:51
8365;t804;reação de incompatibilidade rh;2025-10-04 02:54:51
8366;t805;choque anafilático devido a soro;2025-10-04 02:54:51
8367;t806;outras reações ao soro;2025-10-04 02:54:51
8368;t808;outras complicações subseqüentes à infusão, transfusão e injeção terapêutica;2025-10-04 02:54:51
8369;t809;complicação não especificada subseqüente à infusão, transfusão e injeção terapêutica;2025-10-04 02:54:51
8370;t810;hemorragia e hematoma complicando procedimento não classificado em outra parte;2025-10-04 02:54:51
8371;t811;choque durante ou resultante de procedimento não classificado em outra parte;2025-10-04 02:54:51
8372;t812;perfuração e laceração acidentais durante um procedimento não classificado em outra parte;2025-10-04 02:54:51
8373;t813;deiscência de ferida cirúrgica não classificada em outra parte;2025-10-04 02:54:51
